Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber
Lesage      ;Timothée ;male  ;65;;184;;59370;41 rue Bonneterie            ;;
Mothé       ;Brigliado;male  ;39;9/26/1984;170;71.1;7000;35 rue de Penthièvre         ;PRIVAS              ;434.112.900
Barrette    ;Olympia  ;;47;7/30/1976;171;54.5;91940;;LES ULIS            ;
Beauchesne  ;Bertrand ;male  ;68;8/5/1955;166;98.3;26200;98 Rue de Verdun             ;MONTÉLIMAR          ;440.606.175
Morel       ;Erembourg;female;46;1/3/1978;170;105.6;13700;95 Rue de la Pompe           ;;472.161.056
Metivier    ;Fayme    ;female;;8/11/1940;170;86.8;83600;;FRÉJUS              ;424.508.537
Fongemie    ;Gano     ;male  ;25;3/24/1999;174;57;;71 rue des Chaligny          ;;322.553.575
Bureau      ;Eulalie  ;female;32;9/5/1991;;91.2;;;;358.332.547
Bisson      ;Simone   ;;36;11/18/1987;166;95.6;12100;97 rue Bonneterie            ;MILLAU              ;538.409.569
Caya        ;Julienne ;female;69;;170;85;95190;;GOUSSAINVILLE       ;199.577.146
Tétrault    ;Marcel   ;male  ;52;8/3/1971;174;;94190;76 place de Miremont         ;VILLENEUVE-SAINT-GEO;124.618.089
Léveillé    ;Harriette;female;32;4/9/1992;165;48.7;31700;78 rue Marie de Médicis      ;;586.306.939
Busque      ;Anne     ;female;59;;161;60.8;26000;59 avenue de Provence        ;VALENCE             ;497.434.279
Vachon      ;Stéphane ;male  ;39;3/22/1985;184;86.8;31500;11 quai Saint-Nicolas        ;;
Guernon     ;Archard  ;male  ;44;12/1/1979;179;104.8;33260;79 rue du Clair Bocage       ;LA TESTE-DE-BUCH    ;567.637.199
Thériault   ;Susanne  ;;;;;80.7;33170;47 avenue Ferdinand de Lessep;GRADIGNAN           ;503.242.128
LaCaille    ;Constance;;44;;168;;;;MASSY               ;193.548.788
Potvin      ;Michèle  ;female;38;6/16/1985;167;53.9;57600;23 Boulevard de Normandie    ;FORBACH             ;336.206.376
Verreau     ;Ferragus ;male  ;;12/26/1990;174;80.4;;;CHELLES             ;164.694.844
Mothé       ;Élise    ;female;31;12/21/1992;166;52;;46 Rue Bonnet                ;VITRY-SUR-SEINE     ;102.443.779
Trudeau     ;Henriette;female;;1/13/1969;167;61.3;93390;74 Rue de Strasbourg         ;CLICHY-SOUS-BOIS    ;154.930.859
Grimard     ;Legget   ;male  ;;11/8/1972;187;74.1;54000;2 place Stanislas            ;NANCY               ;
Lussier     ;Agnès    ;female;21;7/12/2002;173;64.9;44600;55 rue Gouin de Beauchesne   ;SAINT-NAZAIRE       ;258.725.668
Bourgouin   ;Martin   ;male  ;30;12/8/1993;170;81.9;;42 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;
Beaulieu    ;Avent    ;male  ;20;11/2/2003;180;84.1;2100;47 rue de la Hulotais        ;SAINT-QUENTIN       ;326.257.341
Bordeaux    ;Amedee   ;female;60;7/16/1963;157;59.6;30900;;NÎMES               ;489.244.768
Lejeune     ;Cosette  ;female;;9/29/1996;172;93.4;;54 Chemin Challet            ;LILLE               ;
Pichette    ;Paige    ;;79;;153;;24100;2 rue Jean Vilar             ;BERGERAC            ;583.120.790
Garceau     ;Karlotta ;female;;9/2/2003;174;46.6;34080;24 rue de la Mare aux Carats ;MONTPELLIER         ;470.850.977
Chevrette   ;Cher     ;female;45;12/11/1978;171;71.3;94600;13 rue Ernest Renan          ;CHOISY-LE-ROI       ;158.655.893
Chalifour   ;Cloridan ;;;;178;74.8;94310;33 boulevard Amiral Courbet  ;ORLY                ;174.131.681
Caron       ;Platt    ;male  ;69;5/25/1954;164;;83600;63 rue Isambard              ;FRÉJUS              ;495.466.153
Routhier    ;Villette ;;;;172;57.5;78300;26 rue de la Boétie          ;;195.084.966
Lagueux     ;Noelle   ;female;46;1/13/1978;156;79.4;18100;17 Place du Jeu de Paume     ;VIERZON             ;292.478.619
Clément     ;Soren    ;;;5/9/2000;176;85.7;15000;82 rue Sadi Carnot           ;AURILLAC            ;485.095.790
Migneault   ;Crescent ;female;;;173;51.2;;84 rue du Président Roosevelt;SCHILTIGHEIM        ;
Gingras     ;Corinne  ;female;32;;162;60.3;56100;14 Rue Hubert de Lisle       ;LORIENT             ;225.369.695
Aucoin      ;Saville  ;male  ;61;8/18/1962;174;96;92150;49 rue Descartes             ;SURESNES            ;171.125.251
Bois        ;Vick     ;male  ;60;6/25/1963;186;63.7;;56 Rue Bonnet                ;;195.575.058
Devoe       ;Blanchefl;female;;2/7/1940;150;62.2;;46 rue de la Boétie          ;POINTE-À-PITRE      ;581.569.323
St-Jean     ;Oriel    ;female;27;8/16/1996;156;80.2;6130;9 avenue Ferdinand de Lesseps;GRASSE              ;465.513.443
Charron     ;Fabien   ;male  ;36;1/22/1988;187;79.2;92160;24 Avenue De Marlioz         ;ANTONY              ;
Francoeur   ;Germain  ;;;;169;84.5;91150;24 Rue du Palais             ;ÉTAMPES             ;128.875.124
Guertin     ;Galatee  ;;31;2/17/1993;167;48.3;83700;3 rue de la Hulotais         ;SAINT-RAPHAËL       ;480.963.974
Cotuand     ;Astrid   ;female;75;8/6/1948;167;76.7;83400;91 rue des Lacs              ;HYÈRES              ;
Monjeau     ;Evrard   ;male  ;53;2/4/1971;171;67.3;62300;2 rue du Général Ailleret    ;LENS                ;308.796.190
Marcil      ;Louis    ;male  ;46;1/22/1978;169;;92170;5 boulevard d'Alsace         ;VANVES              ;135.059.151
Lajoie      ;Jules    ;male  ;32;11/9/1991;181;68.1;3100;10 Avenue des Pr'es          ;MONTLUÇON           ;
Arpin       ;Falerina ;;62;9/4/1961;;59.9;31000;15 rue Pierre De Coubertin   ;TOULOUSE            ;597.814.648
Chauvet     ;Océane   ;female;51;9/16/1972;170;;;3 avenue Voltaire            ;MAISONS-LAFFITTE    ;
Létourneau  ;Océane   ;female;35;11/5/1988;163;82.2;6200;94 rue des Chaligny          ;NICE                ;493.042.928
Nadeau      ;Frédéric ;male  ;59;3/28/1965;178;67.5;57050;37 Rue St Ferréol            ;METZ                ;352.613.266
Berthelette ;Agramant ;male  ;25;5/30/1998;169;86.5;94000;;CRÉTEIL             ;177.501.503
Robert      ;Cendrillo;female;;8/24/1939;168;;83700;47 rue de la Hulotais        ;SAINT-RAPHAËL       ;438.241.336
Clément     ;Prunella ;;71;8/19/1952;164;56.6;33600;87 rue Clement Marot         ;PESSAC              ;582.233.390
Reault      ;Royce    ;male  ;36;12/14/1987;184;87.5;97234;82 rue Isambard              ;FORT-DE-FRANCE      ;553.917.516
Durepos     ;Édouard  ;male  ;66;;165;106.3;31200;84 rue Pierre De Coubertin   ;TOULOUSE            ;517.175.999
Jalbert     ;Carine   ;female;38;11/28/1985;172;69.6;59400;86 Rue Marie De Médicis      ;;
Chaloux     ;Gallia   ;female;47;7/21/1976;174;;34300;21 rue Gontier-Patin         ;AGDE                ;
Longpré     ;Astolpho ;male  ;26;12/2/1997;180;106.4;75015;92 rue La Boétie             ;PARIS               ;124.242.678
Reault      ;Michel   ;;54;;;64;83600;59 rue Isambard              ;;456.128.243
Hétu        ;Franck   ;male  ;27;6/19/1996;174;;91160;;;
Majory      ;Jacquenet;female;85;9/29/1938;157;58;38000;74 avenue Ferdinand de Lessep;GRENOBLE            ;462.520.290
Demers      ;Luce     ;;71;6/4/1952;;53.5;83300;30 rue des lieutemants Thomaz;DRAGUIGNAN          ;489.013.469
Benoit      ;Gauthier ;male  ;;9/17/1939;162;66.9;37100;;TOURS               ;
Drouin      ;Millicent;female;44;1/29/1980;165;61.6;24000;35 rue Clement Marot         ;PÉRIGUEUX           ;571.769.132
Charbonneau ;Alphonsin;;65;;168;71.3;;62 place Stanislas           ;NANTES              ;253.727.182
Thibodeau   ;Huette   ;female;53;;172;74.7;59650;97 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;383.271.546
Grandpré    ;Talbot   ;male  ;57;6/3/1966;187;68.5;68300;94 avenue du Marechal Juin   ;SAINT-LOUIS         ;357.924.887
Ferland     ;Orlene   ;female;68;;158;58.5;87280;;LIMOGES             ;595.679.284
Du Trieux   ;Philippe ;male  ;41;7/14/1982;175;90.8;35000;56 rue Lenotre               ;RENNES              ;277.239.097
Marcheterre ;Marcel   ;male  ;31;4/11/1993;175;77.1;80000;84 rue de Geneve             ;AMIENS              ;318.326.935
Panetier    ;Jacquelin;female;;5/21/1949;153;86.8;75019;51 Faubourg Saint Honoré     ;PARIS               ;143.948.638
Sauriol     ;Somer    ;male  ;77;7/11/1946;182;61;34500;13 rue Marie de Médicis      ;BÉZIERS             ;402.729.739
Guimond     ;Jérôme   ;male  ;69;4/5/1955;;69.2;75020;45 Faubourg Saint Honoré     ;PARIS               ;146.029.717
Bazin       ;Orville  ;male  ;40;1/2/1984;187;87;33140;58 Place Charles de Gaulle   ;VILLENAVE-D'ORNON   ;551.348.252
Morneau     ;Yseult   ;;;5/25/1993;;58.7;53000;78 Place Napoléon            ;LAVAL               ;201.689.624
Gregoire    ;Arridano ;male  ;28;;172;;;28 rue du Président Roosevelt;SAUMUR              ;214.715.413
Beaulac     ;Olympia  ;female;72;2/14/1952;153;49.1;79000;2 boulevard de Prague        ;;
Proulx      ;Brigitte ;female;22;9/29/2001;174;66.1;;90 rue du Gue Jacquet        ;;210.074.921
Barrette    ;Hilaire  ;;79;12/20/1944;151;80.7;59280;;ARMENTIÈRES         ;398.147.163
Course      ;Nouel    ;;71;11/11/1952;182;101.7;62800;6 Chemin Challet             ;;321.349.329
Sansouci    ;Gradasso ;male  ;74;9/21/1949;183;98.6;;21 rue des lieutemants Thomaz;DIJON               ;358.306.792
Morin       ;Guy      ;male  ;28;8/31/1995;182;101;35400;93 rue des Dunes             ;SAINT-MALO          ;206.631.129
Majory      ;Élodie   ;female;31;2/26/1993;169;58.9;92700;88 Place de la Gare          ;COLOMBES            ;148.521.838
Boncoeur    ;Cendrillo;female;;9/21/1951;;70.6;39100;12 rue des lieutemants Thomaz;DOLE                ;383.018.015
Simon       ;Marphisa ;female;30;8/29/1993;175;98.6;83140;;SIX-FOURS-LES-PLAGES;454.724.572
Devoe       ;Lance    ;male  ;39;2/19/1985;185;82.6;44300;36 rue de Raymond Poincaré   ;NANTES              ;250.317.653
Clavette    ;Florismar;male  ;58;7/19/1965;172;98.4;69140;94 rue Gustave Eiffel        ;RILLIEUX-LA-PAPE    ;405.865.097
Des Meaux   ;Kerman   ;male  ;34;;173;;77100;85 Quai des Belges           ;;
Gour        ;Emmeline ;female;;7/24/1969;155;60.5;93200;;;151.021.164
Lachapelle  ;Orane    ;female;41;;164;53.9;17300;41 rue de Groussay           ;ROCHEFORT           ;560.090.264
Lamy        ;Nicolette;female;;10/24/1946;162;57.2;97419;69 rue de l'Aigle            ;LA POSSESSION       ;207.355.665
Dufour      ;Landers  ;male  ;23;;;88.4;76800;;SAINT-ÉTIENNE-DU-ROU;278.399.757
Caya        ;Éléonore ;female;49;;166;65;67000;80 rue Descartes             ;STRASBOURG          ;
Ruest       ;Cheney   ;male  ;74;5/9/1950;176;75.8;86100;86 rue du Gue Jacquet        ;CHÂTELLERAULT       ;573.311.650
Corbin      ;Ferrau   ;male  ;;10/1/1999;188;78.9;75013;15 rue La Boétie             ;PARIS               ;165.642.902
Pichette    ;Marcelle ;female;35;7/3/1988;170;48.7;97419;82 rue de l'Aigle            ;LA POSSESSION       ;205.433.941
Briard      ;Florismar;;36;;172;63.7;;21 Rue Joseph Vernet         ;BAGNOLET            ;124.420.476
Cartier     ;Lothair  ;male  ;52;9/4/1971;172;;64700;54 avenue Voltaire           ;MAISONS-ALFORT      ;539.923.641
Grondin     ;Ninette  ;female;38;1/7/1986;161;57.3;;40 rue des six frères Ruellan;SARREGUEMINES       ;341.032.672
Trottier    ;Fleur    ;;71;12/23/1952;169;83.7;4000;5 rue des lieutemants Thomazo;DIGNE-LES-BAINS     ;
Blondlot    ;Manville ;male  ;49;5/1/1975;;93.5;93290;45 avenue Jean Portalis      ;TREMBLAY-EN-FRANCE  ;177.665.427
Metivier    ;Adèle    ;female;22;8/29/2001;;56.3;83400;23 rue des Lacs              ;HYÈRES              ;401.834.071
Boutot      ;Bayard   ;male  ;73;;173;74.6;13014;41 boulevard de la Liberation;MARSEILLE           ;422.730.053
Arpin       ;Clarice  ;female;38;4/21/1986;172;100.9;;84 Rue Hubert de Lisle       ;LORIENT             ;258.529.137
Duval       ;Hedvige  ;female;27;8/22/1996;170;;93120;5 rue des Soeurs             ;LA COURNEUVE        ;
Senneville  ;Olympia  ;female;;3/28/1995;;84;;48 avenue Voltaire           ;MÂCON               ;339.293.446
Carrière    ;Armand   ;male  ;19;11/19/2004;;91.9;94220;31 place Maurice-Charretier  ;CHARENTON-LE-PONT   ;
Simon       ;Eugenia  ;female;42;;;57.3;75020;29 Faubourg Saint Honoré     ;PARIS               ;181.161.319
Bellefeuille;Charline ;female;38;1/17/1986;154;89.4;30000;74 boulevard de Prague       ;NÎMES               ;411.906.164
Deserres    ;Emmeline ;female;84;10/22/1939;154;92.1;93270;82 avenue de Bouvines        ;SEVRAN              ;130.831.868
Barrière    ;Merlin   ;male  ;34;9/23/1989;174;96.9;5000;57 rue Saint Germain         ;GAP                 ;405.121.407
Boucher     ;Valérie  ;female;36;11/18/1987;163;83.7;97470;81 rue des Nations Unies     ;SAINT-BENOÎT        ;260.945.406
Quirion     ;Timothée ;male  ;42;11/13/1981;171;76.1;71000;11 avenue Voltaire           ;MÂCON               ;383.572.511
Déziel      ;Henry    ;male  ;;9/30/1963;173;91.3;;61 rue du Président Roosevelt;SARTROUVILLE        ;198.873.959
Allard      ;Susanne  ;female;40;11/22/1983;162;89.9;59493;;VILLENEUVE-D'ASCQ   ;302.721.359
Bonami      ;Viollette;female;49;12/5/1974;171;61.3;69300;21 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;471.209.429
Audibert    ;Émilie   ;female;35;9/2/1988;169;62.1;;;MARSEILLE           ;416.476.571
Godin       ;Ancelote ;;63;;165;58.8;;18 Avenue des Tuileries      ;HAGUENAU            ;368.035.143
Thibault    ;Prewitt  ;male  ;36;4/29/1988;187;114.1;45400;20 rue Charles Corbeau       ;;207.754.033
Miron       ;Roux     ;female;59;6/17/1964;171;;93380;41 rue Clement Marot         ;PIERREFITTE-SUR-SEIN;178.676.295
Favreau     ;Archard  ;male  ;23;12/3/2000;;69.6;57158;59 Avenue des Pr'es          ;;
Martineau   ;Raison   ;;57;1/28/1967;;57.4;97410;77 rue Gouin de Beauchesne   ;SAINT-PIERRE        ;241.837.075
Faucher     ;Bernard  ;;;;188;63.5;59220;42 Cours Marechal-Joffre     ;DENAIN              ;334.881.582
Lalonde     ;Laurence ;female;38;;164;61.9;95190;85 rue Jean-Monnet           ;GOUSSAINVILLE       ;132.644.875
Bisaillon   ;Pénélope ;female;42;8/12/1981;;99.2;;60 cours Franklin Roosevelt  ;;489.712.084
D'Aoust     ;Fabien   ;male  ;83;10/9/1940;179;82.1;97200;64 Boulevard de Normandie    ;;579.674.452
Jolicoeur   ;Antoine  ;male  ;;4/13/1984;179;101.8;33130;75 rue Jean Vilar            ;BÈGLES              ;
Laurent     ;Mercer   ;male  ;22;3/8/2002;182;60.5;59400;41 Rue Marie De Médicis      ;CAMBRAI             ;388.003.159
Viens       ;Guerin   ;male  ;85;;183;;20000;;AJACCIO             ;437.858.205
Denis       ;Toussaint;;40;7/29/1983;170;99.6;34080;52 rue de la Mare aux Carats ;MONTPELLIER         ;461.535.398
Lagrange    ;Curtis   ;male  ;;10/1/1939;163;72.1;;28 rue de Geneve             ;AMIENS              ;367.416.227
Boulanger   ;Blanchefl;female;19;5/4/2005;168;55.8;6800;54 Chemin Du Lavarin Sud     ;CAGNES-SUR-MER      ;408.644.720
Lepage      ;Antoine  ;;48;7/23/1975;;66.3;40100;5 Cours Marechal-Joffre      ;DAX                 ;
Sylvain     ;Odelette ;female;52;1/3/1972;163;85.1;94120;39 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;117.780.230
Duffet      ;Zacharie ;male  ;57;;174;85.9;44100;54 place Stanislas           ;NANTES              ;258.239.633
Aubé        ;Roslyn   ;male  ;32;1/12/1992;183;100.2;2000;;LAON                ;367.817.964
Quirion     ;Vail     ;male  ;;;181;87.1;54000;;NANCY               ;352.130.873
Meilleur    ;Audrey   ;female;57;3/21/1967;164;70.1;13500;78 Quai des Belges           ;MARTIGUES           ;463.788.707
Grondin     ;Armina   ;female;26;;175;;;72 Quai des Belges           ;MEAUX               ;165.334.420
Soucy       ;Archard  ;;80;;182;86.9;37200;37 avenue Jean Portalis      ;TOURS               ;227.033.925
Bienvenue   ;Eleanor  ;female;76;4/2/1948;167;64.4;59160;92 rue Léon Dierx            ;LOMME               ;305.354.506
Roux        ;Auriville;male  ;81;7/4/1942;180;100.4;77200;;TORCY               ;170.668.669
Girard      ;Louis    ;male  ;19;9/16/2004;164;77.6;;77 rue de la Hulotais        ;;460.200.910
Lemaître    ;Phillipa ;female;80;4/27/1944;153;68.9;56000;56 avenue de Provence        ;VANNES              ;
Lalonde     ;Merle    ;male  ;34;5/28/1989;169;96.7;94300;71 rue Marguerite            ;VINCENNES           ;148.407.784
Courcelle   ;Olympia  ;female;33;2/13/1991;164;75.9;33400;13 rue du Faubourg National  ;TALENCE             ;512.354.311
Beauchesne  ;Rachelle ;female;71;10/10/1952;159;66.5;78200;32 Rue de la Pompe           ;MANTES-LA-JOLIE     ;121.860.471
Royer       ;Senior   ;male  ;83;11/20/1940;182;77.8;6800;37 Chemin Du Lavarin Sud     ;;461.822.609
Méthot      ;Charline ;;;8/24/1946;167;;63000;38 Rue de Strasbourg         ;;455.598.073
Franchet    ;Hardouin ;male  ;61;;175;91.9;92130;95 route de Lyon             ;ISSY-LES-MOULINEAUX ;160.249.800
Ouellet     ;Anastasie;female;74;9/20/1949;164;59.3;;61 avenue du Marechal Juin   ;;259.908.251
Lajoie      ;Mandel   ;;66;;181;;;81 avenue Jules Ferry        ;;315.424.990
Caya        ;Felicienn;female;32;1/4/1992;175;89.9;97232;81 rue Michel Ange           ;LE LAMENTIN         ;539.614.288
Du Trieux   ;Voleta   ;female;72;;159;51.5;4100;39 Rue de la Pompe           ;MANOSQUE            ;403.903.030
Leblanc     ;Constance;female;;9/29/1986;166;;78700;16 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;136.095.930
Alexandre   ;Evrard   ;male  ;34;8/17/1989;187;63.2;13100;;AIX-EN-PROVENCE     ;447.993.264
Mailloux    ;Gifford  ;male  ;28;5/16/1996;181;96.1;92200;;NEUILLY-SUR-SEINE   ;121.972.752
Deblois     ;Lyle     ;male  ;81;3/16/1943;172;;6300;79 rue des Chaligny          ;;
Jolicoeur   ;Théophile;male  ;50;;180;103.4;86100;84 rue du Gue Jacquet        ;CHÂTELLERAULT       ;554.470.864
Bousquet    ;Rabican  ;male  ;41;6/7/1982;172;102.2;33170;22 avenue Ferdinand de Lessep;GRADIGNAN           ;528.253.858
Monrency    ;Gaston   ;;54;5/20/1969;178;70.4;;98 boulevard de Prague       ;NOISY-LE-GRAND      ;149.328.672
LaCaille    ;Loyal    ;male  ;81;7/22/1942;;61.9;;48 rue Isambard              ;FOUGÈRES            ;252.351.255
Mailly      ;Felicienn;;58;;;;33600;75 rue Clement Marot         ;PESSAC              ;547.189.831
Bourgeau    ;Eliot    ;male  ;61;7/26/1962;172;;67300;35 rue du Président Roosevelt;SCHILTIGHEIM        ;
Bussière    ;Simone   ;female;36;;174;97.3;13014;43 boulevard de la Liberation;MARSEILLE           ;452.522.749
Petit       ;Didiane  ;female;35;7/19/1988;173;96.4;13006;53 cours Franklin Roosevelt  ;MARSEILLE           ;
Gousse      ;Curtis   ;male  ;44;5/17/1980;169;82;83500;1 rue du Clair Bocage        ;LA SEYNE-SUR-MER    ;481.353.900
Desaulniers ;Pinabel  ;male  ;;;177;88.7;;;ORLÉANS             ;225.999.165
Desforges   ;Crescent ;female;42;12/2/1981;173;;;;TOULOUSE            ;
Cadieux     ;Leverett ;male  ;29;;;;69330;;MEYZIEU             ;483.193.026
Alexandre   ;Yolande  ;female;59;;172;52.8;24100;41 rue Jean Vilar            ;BERGERAC            ;566.065.290
Rochon      ;Charlotte;female;28;7/18/1995;173;;27000;93 rue Charles Corbeau       ;ÉVREUX              ;256.171.704
Boileau     ;Virginie ;female;40;10/3/1983;165;75.2;;59 Rue Joseph Vernet         ;BAIE-MAHAULT        ;540.518.317
Foucault    ;Michèle  ;female;73;6/14/1950;;65.8;19100;;BRIVE-LA-GAILLARDE  ;554.480.548
Artois      ;Fletcher ;;80;;179;92.4;;72 Place de la Madeleine     ;PARIS               ;150.619.348
Desrosiers  ;Frédériqu;female;63;3/4/1961;168;69.1;57600;64 Boulevard de Normandie    ;FORBACH             ;324.612.578
Martel      ;Maryse   ;female;;9/26/1946;160;105.5;45100;96 boulevard Amiral Courbet  ;ORLÉANS             ;297.552.637
Paquet      ;Zdenek   ;male  ;46;4/22/1978;182;91.4;36000;94 rue du Gue Jacquet        ;CHÂTEAUROUX         ;260.853.428
Noël        ;Lowell   ;male  ;61;8/13/1962;181;66.1;62200;22 rue Petite Fusterie       ;BOULOGNE-SUR-MER    ;316.406.190
Austin      ;Leone    ;female;50;2/6/1974;172;83.6;;20 rue du Faubourg National  ;TALENCE             ;553.164.362
Goudreau    ;Julienne ;female;48;4/12/1976;157;61.4;;78 rue des six frères Ruellan;SANNOIS             ;157.544.345
Berthiaume  ;Azura    ;female;76;12/30/1947;163;52;4100;14 Rue de la Pompe           ;MANOSQUE            ;
Babin       ;Latimer  ;male  ;;12/16/1974;168;;35700;37 rue Lenotre               ;RENNES              ;234.766.425
